name,category,description,example_prompt,effort,loader_feasibility,priority,source,usefulness,score_composite,rationale,demand_source,demand_evidence,score_browser_local,score_audience,score_composability,score_demand,feasibility_verified,feasibility_note
emmet-expand,dev,Expand an Emmet abbreviation (e.g. ul>li*3>a) into full HTML/CSS.,Expand this Emmet: nav>ul>li*4>a,S,"Plain Rust→WASM Emmet parser; pure compute, browser-local.",3,v1,3,,Emmet expansion is a quick scaffolding aid for anyone writing HTML outside an editor.,,,,,,,,
emoji-favicon,utility,Turn an emoji (or short text) into a multi-size favicon set and .ico file.,make a favicon from the rocket emoji,S,Plain Rust emoji render plus ico encoding to WASM — fully local.,3,v1,3,,Emoji favicons are a popular quick way to brand a site; favicon-generate needs a source image.,,,,,,,,
emoji-translate,text,Rewrite a sentence by inserting or replacing key words with matching emoji.,"Add emoji to: ""I love pizza and sunny beach days""",S,"plain WASM — keyword→emoji mapping table applied with local tokenization, no network.",3,v1,3,,"Popular for social posts and messaging, and trivially correct to do offline.",,,,,,,,
emotion-detect,text,"Classify the emotion of text (joy, anger, fear, sadness, surprise…) with confidence scores.",what emotion does this message convey?,S,transformers.js text-classification emotion model (ONNX/WASM).,3,v1,3,,Finer-grained than the binary sentiment tool; useful for support and content moderation.,,,,,,,,
emotion-from-face,image,"Detect facial expressions/emotions (happy, sad, angry, surprised) in a photo with confidence scores.",What emotion is the person in this photo showing?,M,onnx-runtime FER model run client-side; browser-local.,3,v1,3,,"Facial-emotion detection is a common CV use case for UX research and moderation, distinct from text emotion-detect.",,,,,,,,
empirical-formula,math,Derive the empirical (and molecular) formula from percent composition or masses.,"Find the empirical formula for 40% C, 6.7% H, 53.3% O",S,"Plain Rust/WASM mole arithmetic with atomic weights, offline.",3,v1,3,,A common chem-class problem not covered by molar-mass or stoichiometry tools.,,,,,,,,
epub-generate,utility,"Build an EPUB ebook from Markdown/HTML chapters with a title, author, cover, and table of contents.",make an EPUB from these chapters,M,Plain Rust (epub-builder) to WASM — pure compute.,3,v1,3,,Authors and readers need to package content as EPUB; epub-to-text only reads them.,,,,,,,,
epub-to-text,data,"Extract the text/Markdown content of an EPUB ebook, optionally per chapter.",extract the text from this EPUB,M,plain Rust→WASM (zip + XHTML parse).,3,v1,3,,Ebooks are a common source format with no extractor in the set.,,,,,,,,
error-propagation,math,Propagate measurement uncertainties through a formula to get the result's error.,Propagate the error of A=2.0±0.1 times B=3.0±0.2,M,"Plain Rust/WASM partial-derivative evaluation, offline.",3,v1,3,,"Lab students and scientists need uncertainty propagation, missing from the stats tools.",,,,,,,,
eth-abi-decode,dev,Decode Ethereum transaction calldata against a function signature or ABI into readable arguments.,Decode this Ethereum calldata: 0xa9059cbb...,M,Plain Rust/WASM ABI decoding; offline.,3,v1,3,,Core web3 debugging tool not covered by the existing eth-unit/address tools.,,,,,,,,
eth-unit-convert,utility,"Convert between wei, gwei, and ether (and arbitrary token decimals).",convert 21000000000 wei to gwei and ether,S,Pure Rust→WASM big-integer arithmetic.,3,v1,3,,Daily Web3 dev chore; physical unit-convert doesn't cover blockchain denominations.,,,,,,,,
ev-charging-cost,utility,"Estimate EV charging cost, added range, and time from battery size, rate, and tariff.",Cost to charge a 60kWh EV from 20% to 80% at $0.15/kWh?,S,"Plain Rust/WASM arithmetic, offline.",3,v1,3,,Increasingly relevant and distinct from gasoline fuel-cost and generic electricity-cost tools.,,,,,,,,
excel-formula-explain,data,"Explain an Excel/Sheets formula in plain English, breaking down each function.","explain =VLOOKUP(A2,Sheet2!A:C,3,FALSE)",M,Pure Rust→WASM formula parser; complement to spreadsheet-formula-eval.,3,v1,3,,Spreadsheet users constantly need to decode inherited formulas; only evaluation exists today.,,,,,,,,
exif-edit,image,"Write, edit, or selectively strip individual EXIF/IPTC/XMP fields (date, GPS, copyright) on a photo.",set the copyright field on this photo and remove the GPS tag,S,Plain Rust (img-parts/kamadak-exif) to WASM — local metadata rewrite.,3,v1,3,,Photographers need to set copyright/dates; complements exif-read and strip-metadata with surgical edits.,,,,,,,,
exif-read,image,"Read EXIF/metadata (camera, GPS, timestamps) from a photo.",Show the EXIF data for this photo: <image url or ref>,S,plain Rust (kamadak-exif) compiled to WASM parses metadata locally; chains from image-fetch via ref.,3,v1,3,,"Inspecting photo metadata (including GPS) is useful and privacy-sensitive, so on-device is right.",,,,,,,,
extract-contacts,web,"Extract email addresses and phone numbers from a fetched page or pasted text, deduplicated.",pull all the email addresses off this contact page,S,web-fetch (already wired) + plain Rust regex; runs in-browser.,3,v1,3,,Common lightweight scraping task that complements extract-links/extract-metadata.,,,,,,,,
extract-entities,text,"Extract named entities (people, orgs, places, dates) from text.",Pull out all the names and companies from this email: <text>,M,transformers-js runs a BERT-NER token-classification model in-browser via ONNX.,3,v1,3,,Structured extraction from prose is a frequent data-prep step that works offline.,,,,,,,,
extract-images,web,Fetch a web page and list all image URLs (with alt text and dimensions where available).,Get all the image URLs from this article,S,web fetch loader — parse <img>/srcset/og:image from fetched HTML locally.,3,v1,3,,Harvesting page images is distinct from extract-links and useful for archiving and audits.,,,,,,,,
extract-jsonld,web,"Fetch a URL and extract its JSON-LD / schema.org structured data (products, articles, recipes, breadcrumbs).",get the schema.org structured data from this product page,S,"web-fetch (already wired) + plain Rust HTML/JSON parsing, fully local.",3,v1,3,,Distinct from OG/meta extraction and valuable for SEO and structured scraping.,,,,,,,,
extract-subtitles,video,Extract an embedded subtitle track from a video as SRT or VTT.,pull the subtitles out of this mkv as an srt file,S,"ffmpeg (already wired): subtitle stream demux, no network.",3,v1,3,,"The natural counterpart to the existing burn-subtitles, useful for translation/editing.",,,,,,,,
extractive-summary,text,"Pick and highlight the most important verbatim sentences from a document (TextRank), no rewriting.",Highlight the 5 key sentences of this article without paraphrasing,M,Pure-Rust TextRank (or transformers-js embeddings) entirely in-browser.,3,v1,3,,Verbatim extractive summarization is a distinct technique/output from the abstractive summarize tool and needs no LLM.,,,,,,,,
face-compare,image,Estimate whether two face photos are the same person via face-embedding similarity.,Do these two photos show the same person?,M,onnx face-recognition embedding model runs in-browser; cosine similarity in Rust. Privacy-friendly (no upload).,3,v1,3,,"Real verification use case, privacy-preserving precisely because it stays browser-local.",,,,,,,,
favicon-fetch,web,Fetch a website's favicon/apple-touch icon at the largest available size and render it.,Get the favicon for stripe.com,S,"web fetch loader — parse the page's icon links and fetch the image client-side, no service.",3,v1,3,,"Handy for building link previews, bookmark UIs, and brand asset collection.",,,,,,,,
favicon-generate,image,Generate a multi-size favicon set (and .ico) from a source image or logo.,Turn this logo into favicons for my website,S,Pure Rust→WASM resize to standard sizes and pack an ICO; offline and chainable from image-fetch/resize.,3,v1,3,,Every website needs favicons and the multi-size/.ico packaging is annoying to do manually.,,,,,,,,
feed-discover,web,Find the RSS/Atom/JSON feed URLs advertised by a web page or site.,Find the RSS feed for this blog,S,web fetch loader — fetch the page and parse <link rel=alternate> plus common feed paths locally.,3,v1,3,,Discovering feeds is the missing first step before the existing rss-parse tool.,,,,,,,,
fft-analyze,math,Compute the FFT of a numeric series and plot its frequency spectrum.,Run an FFT on this sensor data and show the spectrum,M,Plain Rust/WASM FFT + chart render; offline.,3,v1,3,,audio-spectrogram is audio-only; engineers need FFT on arbitrary data.,,,,,,,,
fixed-width-parse,data,"Parse fixed-width or whitespace-aligned column output (console tables, log dumps) into CSV/JSON.",Turn this whitespace-aligned terminal output into a CSV,M,Plain Rust/WASM column detection; offline.,3,v1,3,,"text-to-table targets prose; aligned console/report output is a distinct, common case.",,,,,,,,
flame-graph,dev,Render a flame graph image from folded-stack or profiler output.,render a flamegraph from this folded stack data: <paste>,M,Pure Rust→WASM SVG renderer (same approach as the existing chart tools).,3,v1,3,,Flame graphs are the standard perf-profiling viz with no in-chat renderer.,,,,,,,,
flashcards-generate,text,Turn study notes or an article into question/answer flashcards and export an Anki-ready CSV.,make flashcards from these biology notes,M,transformers-js text2text model in-browser — fully local inference.,3,v1,3,,Study-aid generation is a popular learning use case for AI.,,,,,,,,
flatten-json,data,Flatten nested JSON into dot/bracket key paths (and unflatten back) for spreadsheets and config diffs.,flatten this nested JSON into dot-notation keys,S,"Plain Rust→WASM: recursive key walk on parsed JSON, fully local.",3,v1,3,,Common bridge step between nested APIs and flat CSV/config tooling.,,,,,,,,
font-info,dev,"Inspect a TTF/OTF/WOFF font: family, weights/styles, glyph count, metrics, and embedded license.",What's inside this .ttf file?,S,Plain Rust/WASM font-table parser (ttf-parser class); offline.,3,v1,3,,Useful for designers/devs vetting fonts; no font tooling exists yet.,,,,,,,,
font-pairing,dev,"Suggest harmonious Google Font pairings for a given font or vibe, with usage notes.",What pairs well with Playfair Display for a heading?,S,Plain Rust/WASM over a curated pairing dataset; offline.,3,v1,3,,Common design decision with strong demand and no current tool.,,,,,,,,
font-preview,image,Render the same sample text in several Google Fonts side-by-side as a comparison image.,"Show 'Hello World' in Inter, Roboto, and Lora",M,Fetches font files via the HTTP host import and rasterizes glyphs in WASM; in-browser.,3,v1,3,,Visual font comparison is a frequent design step and produces a shareable image.,,,,,,,,
font-subset,dev,"Subset a font to only the glyphs actually used by given text, shrinking the file for web use.",Subset this font to just the characters in my headline,L,Plain Rust/WASM font subsetting; offline.,3,v1,3,,Real web-performance win for self-hosted fonts with no existing tool.,,,,,,,,
format-sql,dev,Pretty-print and standardize a SQL query's formatting and keyword casing.,Format this SQL query nicely,S,Pure Rust→WASM via the sqlformat crate; instant and offline.,3,v1,3,,Readable SQL is a frequent developer ask and complements the sql-query tool already on the backlog.,,,,,,,,
fractal-generate,image,"Render a Mandelbrot or Julia set image at a chosen center, zoom, and palette.",Render a Mandelbrot zoom at -0.745+0.113i,M,webgpu-compute (or plain Rust) iterates the escape-time formula per pixel client-side.,3,v1,3,,A beloved educational and art generator that renders beautifully inline.,,,,,,,,
fraction-calc,math,"Add, subtract, multiply, divide, and simplify fractions, with mixed-number and decimal conversion.",Simplify 3/4 + 5/6 as a fraction,S,"plain WASM — exact rational arithmetic with integer math, no network.",3,v1,3,,Exact fraction arithmetic avoids floating-point error and is common in education and cooking/recipes.,,,,,,,,
frontmatter-parse,dev,Parse and edit YAML/TOML front-matter from a Markdown file into structured data and back.,Extract the YAML front-matter from this blog post markdown,S,Plain Rust→WASM front-matter splitter + serde; browser-local.,3,v1,3,,Static-site authors constantly inspect/edit front-matter; no current tool handles it.,,,,,,,,
